sex	name	num
"m"	"10101, 10000, 110000, 120000, 110000, 120000, 110000, 120000, 10101"	"300, 15, 30, 360, 75, 300, 45, 120, 195"
"m"	"10101, 10000, 110000, 120000, 511111, 110000, 120000, 511111, 120000, 110000, 120000, 10000, 120000, 10101"	"540, 30, 30, 30, 150, 30, 120, 210, 60, 30, 30, 30, 30, 120"
"m"	"10101, 10000, 110000, 120000, 511111, 110000, 10101, 120000, 511111, 120000, 10000, 110000, 120000, 10101"	"480, 15, 30, 120, 75, 30, 150, 60, 120, 60, 30, 30, 180, 60"
"m"	"10101, 10000, 110000, 120000, 10000, 110000, 10101, 30000, 120000, 30000, 110000, 10000, 120000, 10101"	"420, 30, 30, 270, 15, 30, 105, 60, 120, 60, 30, 30, 150, 90"
"m"	"10101, 10000, 180000, 50000, 110000, 50000, 180000, 120000, 110000, 120000, 10000, 10101"	"510, 15, 30, 165, 30, 270, 15, 75, 120, 180, 15, 15"
"m"	"10101, 50000, 120000, 110000, 120000, 10101, 120000, 110000, 120000, 10000, 120000, 10101"	"360, 300, 60, 30, 45, 105, 180, 45, 105, 30, 90, 90"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 120000, 10000, 110000, 120000, 10101"	"420, 15, 30, 15, 240, 30, 30, 300, 15, 45, 30, 15, 195, 60"
"m"	"10101, 10000, 120000, 110000, 120000, 180000, 60000, 110000, 10101, 60000, 120000, 110000, 120000, 20000, 10000, 120000, 10101"	"360, 30, 30, 30, 15, 15, 240, 30, 60, 150, 90, 30, 60, 90, 30, 45, 135"
"m"	"10101, 10000, 180000, 110000, 50000, 110000, 10101, 50000, 180000, 120000, 110000, 120000, 10000, 10101"	"390, 30, 30, 15, 255, 30, 30, 285, 30, 45, 30, 210, 15, 45"
"m"	"10101, 110000, 120000, 110000, 10000, 120000, 10101"	"720, 60, 270, 30, 30, 210, 120"
"m"	"10000, 10101, 10000, 120000, 180000, 50000, 110000, 50000, 110000, 50000, 110000, 50000, 180000, 120000"	"45, 375, 30, 15, 15, 45, 15, 180, 30, 330, 30, 240, 15, 75"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 50000, 180000, 30000, 110000, 120000, 50000, 10000, 120000"	"450, 15, 15, 30, 210, 60, 240, 30, 30, 30, 30, 150, 30, 120"
"m"	"10101, 10000, 30000, 120000, 110000, 120000, 30000, 120000, 110000, 120000, 10000, 10101"	"390, 15, 15, 285, 15, 285, 75, 30, 30, 225, 30, 45"
"m"	"10101, 10000, 110000, 50000, 110000, 50000, 120000, 10000, 110000, 120000, 10000, 10101"	"420, 15, 30, 255, 60, 330, 60, 15, 30, 90, 15, 120"
"m"	"120000, 10101, 10000, 180000, 50000, 110000, 120000, 50000, 110000, 50000, 180000, 10000, 120000"	"120, 360, 30, 30, 300, 45, 45, 270, 45, 75, 30, 30, 60"
"m"	"10101, 10000, 120000, 110000, 20000, 120000, 110000, 120000, 110000, 10000, 120000, 60000, 10000, 10101"	"330, 15, 90, 15, 45, 210, 30, 315, 30, 30, 30, 180, 15, 105"
"m"	"120000, 10101, 10000, 110000, 60000, 50000, 110000, 10101, 10000, 180000, 50000, 110000, 120000, 50000, 180000, 10000, 110000, 120000"	"30, 390, 45, 15, 90, 150, 45, 75, 30, 15, 165, 45, 45, 195, 15, 45, 30, 15"
"m"	"10101, 10000, 110000, 180000, 50000, 180000, 110000, 10101, 60000, 120000, 110000, 120000, 20000"	"450, 30, 15, 15, 210, 15, 15, 90, 180, 120, 30, 150, 120"
"m"	"10101, 10000, 120000, 180000, 50000, 110000, 120000, 50000, 180000, 120000, 10000, 10101"	"420, 30, 75, 15, 195, 30, 30, 285, 15, 285, 30, 30"
"m"	"10101, 10000, 180000, 110000, 50000, 110000, 120000, 10101, 50000, 180000, 120000, 110000, 120000, 10000, 120000, 10101"	"420, 30, 30, 15, 225, 30, 15, 45, 270, 30, 45, 30, 15, 30, 90, 120"
"m"	"10101, 10000, 110000, 30000, 180000, 50000, 10000, 110000, 10101, 50000, 180000, 20000, 30000, 110000, 120000, 10000, 10101"	"390, 15, 15, 15, 45, 240, 15, 30, 15, 240, 15, 45, 45, 30, 195, 15, 75"
"m"	"120000, 10101, 10000, 110000, 30000, 180000, 120000, 50000, 110000, 50000, 110000, 50000, 180000, 10000, 120000"	"30, 360, 15, 30, 15, 30, 30, 225, 45, 360, 30, 150, 30, 15, 75"
"m"	"10101, 10000, 110000, 120000, 110000, 120000"	"660, 30, 30, 360, 90, 270"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 180000, 120000, 180000, 50000, 180000, 10000, 10101"	"450, 30, 30, 30, 225, 30, 30, 195, 30, 285, 30, 30, 45"
"m"	"10101, 10000, 110000, 120000, 110000, 10101, 120000, 10000, 110000, 120000, 10101"	"405, 45, 30, 240, 30, 105, 165, 45, 30, 165, 180"
"m"	"10101, 10000, 110000, 120000, 50000, 110000, 120000, 50000, 110000, 30000, 120000, 10000, 120000, 10101"	"360, 15, 30, 15, 300, 30, 45, 285, 30, 30, 60, 15, 135, 90"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 120000, 110000, 10000, 120000, 10101"	"435, 30, 30, 45, 180, 30, 90, 300, 45, 15, 30, 30, 165, 15"
"m"	"10101, 10000, 120000, 110000, 30000, 120000, 30000, 120000, 110000, 10101, 30000, 120000, 10000, 120000, 110000, 120000, 30000, 10101"	"360, 15, 75, 30, 75, 60, 45, 45, 30, 105, 60, 135, 45, 30, 60, 90, 30, 150"
"m"	"10101, 10000, 110000, 50000, 120000, 50000, 110000, 10101, 50000, 10000, 110000, 120000, 10101"	"240, 30, 15, 345, 30, 30, 30, 180, 180, 30, 30, 195, 105"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 10000, 110000, 120000, 10000, 120000, 10101"	"405, 15, 30, 30, 240, 45, 45, 240, 30, 15, 30, 165, 30, 60, 60"
"m"	"10101, 30000, 110000, 120000, 110000, 120000, 10101, 30000, 10000, 120000, 110000, 120000, 10101"	"390, 30, 15, 285, 30, 30, 60, 180, 30, 30, 30, 210, 120"
"m"	"10101, 10000, 110000, 511111, 110000, 120000, 511111, 120000, 110000, 120000, 10000, 120000, 10101"	"435, 45, 30, 210, 30, 30, 195, 90, 15, 90, 30, 105, 135"
"m"	"10101, 10000, 30000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 30000, 110000, 10000, 120000, 10101"	"360, 30, 30, 15, 30, 255, 15, 45, 240, 30, 30, 30, 15, 195, 120"
"m"	"10101, 10000, 110000, 20000, 180000, 60000, 110000, 120000, 60000, 120000, 110000, 120000, 10000, 20000, 10101"	"420, 30, 30, 120, 30, 90, 30, 30, 120, 180, 30, 90, 30, 150, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 110000, 120000, 10000, 10101"	"420, 30, 30, 30, 210, 30, 30, 270, 45, 45, 240, 30, 30"
"m"	"10101, 10000, 180000, 50000, 110000, 50000, 110000, 120000, 50000, 180000, 110000, 120000, 10000, 120000, 110000"	"555, 15, 15, 15, 15, 105, 60, 15, 330, 15, 15, 165, 15, 75, 30"
"m"	"10101, 10000, 110000, 120000, 50000, 110000, 10101, 50000, 110000, 10000, 50000, 10101"	"420, 15, 45, 30, 210, 60, 60, 240, 60, 30, 210, 60"
"m"	"120000, 10101, 10000, 110000, 120000, 180000, 50000, 110000, 50000, 110000, 50000, 180000, 10000"	"60, 480, 30, 30, 30, 30, 210, 30, 270, 30, 180, 30, 30"
"m"	"120000, 10101, 10000, 110000, 120000, 110000, 120000, 110000, 120000, 10000, 10101"	"180, 300, 15, 15, 225, 30, 435, 15, 30, 15, 180"
"m"	"10101, 10000, 110000, 120000, 110000, 120000, 110000, 120000, 20000, 10000, 10101"	"600, 30, 30, 60, 30, 330, 60, 120, 90, 15, 75"
"m"	"10101, 10000, 110000, 180000, 50000, 180000, 120000, 110000, 10101, 120000, 180000, 50000, 180000, 10000, 120000, 10101"	"300, 15, 15, 15, 255, 15, 75, 30, 90, 135, 15, 240, 15, 15, 150, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 120000, 10000, 110000, 120000, 10101"	"390, 30, 30, 30, 240, 30, 60, 210, 30, 60, 30, 30, 210, 60"
"m"	"10101, 10000, 110000, 120000, 20000, 110000, 120000, 10101, 120000, 110000, 120000, 10000, 10101"	"405, 30, 30, 195, 45, 30, 165, 120, 90, 30, 135, 30, 135"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 120000, 110000, 120000, 30000, 10000, 120000, 10101"	"420, 15, 15, 60, 210, 30, 30, 270, 60, 30, 30, 90, 75, 30, 15, 60"
"m"	"10101, 10000, 30000, 110000, 30000, 50000, 110000, 120000, 50000, 30000, 110000, 10000, 120000, 10101"	"360, 15, 45, 30, 75, 165, 30, 210, 90, 60, 30, 30, 180, 120"
"m"	"10101, 10000, 110000, 120000, 20000, 120000, 30000, 110000, 120000, 10101, 30000, 120000, 30000, 110000, 30000, 120000, 10000, 120000, 10101"	"300, 15, 15, 210, 60, 60, 60, 30, 30, 90, 30, 120, 60, 30, 60, 180, 15, 15, 60"
"m"	"10101, 10000, 30000, 180000, 50000, 110000, 10101, 50000, 180000, 30000, 110000, 30000, 120000, 60000, 10000, 120000, 10101"	"375, 15, 45, 15, 270, 30, 60, 255, 15, 30, 30, 30, 150, 60, 15, 30, 15"
"m"	"10101, 10000, 120000, 110000, 50000, 110000, 50000, 120000, 110000, 120000, 10000, 120000, 10101"	"420, 30, 15, 15, 255, 15, 270, 45, 30, 15, 15, 255, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 110000, 10000, 120000"	"420, 15, 15, 30, 240, 30, 60, 240, 30, 30, 30, 300"
"m"	"120000, 10101, 10000, 180000, 50000, 180000, 30000, 110000, 120000, 180000, 50000, 180000, 120000"	"30, 450, 30, 30, 510, 30, 60, 30, 15, 15, 150, 15, 75"
"m"	"10101, 10000, 110000, 120000, 30000, 20000, 30000, 110000, 120000, 10101, 30000, 120000, 110000, 120000, 30000, 120000, 10101"	"465, 15, 30, 30, 90, 75, 15, 30, 45, 60, 75, 135, 30, 90, 75, 120, 60"
"m"	"10101, 10000, 110000, 50000, 110000, 120000, 10101, 50000, 10000, 120000, 110000, 120000, 10101"	"420, 30, 30, 240, 15, 15, 90, 180, 30, 60, 15, 90, 225"
"m"	"10101, 10000, 110000, 180000, 50000, 120000, 110000, 120000, 10101, 50000, 180000, 10000, 110000, 120000, 10101"	"315, 30, 30, 15, 240, 90, 30, 30, 150, 150, 15, 30, 30, 225, 60"
"m"	"10101, 10000, 110000, 20000, 120000, 110000, 120000, 110000, 120000, 10000, 10101"	"480, 30, 15, 135, 60, 30, 330, 30, 210, 30, 90"
"m"	"120000, 10101, 10000, 110000, 120000, 110000, 120000, 10101, 120000, 110000, 120000, 10000, 110000, 120000"	"30, 540, 15, 30, 135, 120, 30, 90, 150, 45, 105, 45, 30, 75"
"m"	"10101, 10000, 110000, 120000, 110000, 120000, 10000, 110000, 120000, 10101"	"420, 30, 30, 240, 30, 330, 30, 30, 180, 120"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 50000, 180000, 120000, 110000, 120000"	"420, 30, 30, 15, 240, 15, 210, 15, 225, 15, 225"
"m"	"120000, 10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 10000, 110000, 120000"	"60, 390, 45, 30, 15, 240, 30, 45, 330, 15, 30, 30, 180"
"m"	"120000, 10101, 110000, 50000, 110000, 120000, 110000, 30000, 120000, 10000, 120000"	"120, 480, 15, 105, 30, 330, 30, 30, 60, 30, 210"
"m"	"120000, 10101, 10000, 50000, 10000, 120000"	"120, 585, 15, 600, 30, 90"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 110000, 120000, 10101"	"390, 15, 30, 30, 240, 30, 45, 240, 30, 30, 300, 60"
"m"	"10101, 10000, 50000, 110000, 50000, 110000, 10101, 50000, 120000, 110000, 120000, 50000, 120000, 10000, 50000"	"360, 15, 135, 30, 180, 30, 60, 240, 30, 30, 90, 90, 75, 15, 60"
"m"	"10101, 10000, 120000, 110000, 180000, 50000, 110000, 50000, 180000, 110000, 120000"	"600, 30, 90, 15, 15, 315, 15, 285, 15, 45, 15"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 10000, 120000, 110000, 120000"	"390, 15, 15, 60, 240, 30, 30, 240, 60, 30, 30, 30, 270"
"m"	"10101, 10000, 180000, 50000, 180000, 110000, 10101, 180000, 50000, 180000, 110000, 120000, 30000, 10000"	"420, 15, 15, 270, 15, 15, 60, 15, 375, 15, 15, 165, 15, 30"
"m"	"10101, 10000, 180000, 110000, 50000, 120000, 110000, 50000, 180000, 20000, 110000, 120000, 10000, 10101"	"420, 15, 30, 15, 240, 30, 30, 270, 30, 45, 30, 195, 15, 75"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 120000, 110000, 50000, 180000, 10000, 10101"	"420, 15, 30, 15, 270, 30, 30, 240, 30, 30, 210, 30, 30, 60"
"m"	"10101, 10000, 120000, 110000, 120000, 110000, 120000, 10101, 120000, 10000, 30000, 110000, 120000, 10101"	"390, 15, 45, 15, 255, 30, 30, 60, 210, 30, 15, 30, 225, 90"
"m"	"10101, 10000, 110000, 120000, 30000, 110000, 10101, 50000, 120000, 110000, 120000, 10000, 120000, 10101"	"360, 15, 30, 300, 30, 30, 45, 225, 105, 30, 45, 15, 195, 15"
"m"	"10101, 10000, 110000, 120000, 110000, 120000, 10101, 30000, 120000, 10000, 110000, 120000, 10101"	"495, 30, 30, 165, 30, 30, 60, 75, 165, 30, 30, 240, 60"
"m"	"10101, 10000, 110000, 120000, 180000, 50000, 110000, 120000, 50000, 180000, 30000, 110000, 120000, 10000, 120000, 10101"	"390, 30, 15, 15, 30, 240, 30, 60, 240, 30, 60, 30, 60, 30, 90, 90"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 110000, 50000, 180000, 10000, 120000, 10101"	"420, 30, 15, 15, 240, 30, 30, 240, 30, 150, 15, 30, 135, 60"
"m"	"10101, 10000, 180000, 110000, 50000, 110000, 120000, 50000, 30000, 110000, 30000, 10000, 120000, 10101"	"360, 60, 15, 45, 225, 15, 60, 285, 45, 15, 15, 15, 165, 120"
"m"	"10101, 10000, 110000, 180000, 50000, 10101, 50000, 180000, 120000, 10000, 120000"	"420, 30, 15, 15, 360, 240, 120, 15, 45, 30, 150"
"m"	"120000, 50000, 10101, 10000, 120000, 110000, 120000, 10000, 180000, 50000, 180000, 110000"	"60, 120, 480, 15, 30, 30, 15, 15, 15, 630, 15, 15"
"m"	"10101, 10000, 30000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 10000, 30000, 110000, 120000, 10101"	"300, 15, 105, 30, 15, 255, 15, 45, 240, 15, 30, 45, 30, 180, 120"
"m"	"120000, 10101, 10000, 110000, 120000, 110000, 120000, 110000, 120000, 10000, 120000"	"60, 510, 15, 30, 135, 30, 360, 60, 165, 15, 60"
"m"	"10101, 10000, 110000, 60000, 110000, 10101, 60000, 10101, 120000, 60000, 10000, 120000"	"480, 30, 30, 180, 30, 30, 360, 45, 75, 60, 30, 90"
"m"	"10101, 10000, 30000, 110000, 120000, 30000, 120000, 10101, 120000, 30000, 110000, 120000, 30000, 120000, 10000, 10101"	"405, 30, 45, 30, 90, 30, 225, 165, 60, 75, 45, 60, 60, 45, 30, 45"
"m"	"50000, 180000, 110000, 10000, 10101, 120000, 110000, 120000, 110000, 10000, 10101, 50000"	"360, 15, 15, 15, 195, 120, 60, 225, 105, 30, 180, 120"
"m"	"10101, 10000, 110000, 120000, 180000, 50000, 110000, 50000, 180000, 120000, 110000, 120000, 10101"	"360, 30, 30, 60, 30, 195, 45, 285, 30, 45, 30, 180, 120"
"m"	"10101, 10000, 110000, 120000, 20000, 110000, 120000, 10101, 120000, 10000, 120000, 110000, 120000, 10101"	"300, 30, 15, 300, 15, 30, 30, 120, 210, 30, 60, 15, 120, 165"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 50000, 180000, 120000, 110000, 120000, 10000, 10101"	"420, 30, 15, 15, 240, 60, 360, 15, 15, 30, 120, 15, 105"
"m"	"10101, 10000, 110000, 120000, 110000, 120000, 110000, 120000, 10000, 10101"	"435, 45, 15, 225, 60, 300, 60, 165, 30, 105"
"m"	"10101, 10000, 110000, 120000, 180000, 50000, 110000, 10101, 50000, 180000, 10000, 110000, 120000, 10101"	"390, 15, 15, 30, 30, 240, 15, 45, 240, 30, 30, 30, 210, 120"
"m"	"120000, 10101, 10000, 110000, 120000, 20000, 180000, 50000, 180000, 110000, 120000, 180000, 50000, 180000, 110000, 30000, 180000, 50000, 180000, 120000, 10000, 120000"	"60, 435, 15, 15, 30, 30, 15, 120, 15, 30, 75, 30, 150, 30, 30, 30, 15, 180, 15, 45, 15, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 180000, 10000, 110000, 10000, 10101, 180000, 50000, 180000, 10000, 110000, 30000, 10000, 120000, 10000, 10101"	"240, 15, 15, 15, 300, 15, 30, 45, 15, 105, 15, 240, 15, 15, 45, 75, 45, 120, 15, 60"
"m"	"10101, 10000, 110000, 120000, 50000, 110000, 50000, 120000, 110000, 120000, 10000, 120000, 10101"	"360, 15, 30, 120, 255, 30, 270, 30, 15, 75, 15, 105, 120"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 120000, 60000, 120000, 10000, 10101"	"435, 30, 15, 30, 210, 30, 60, 270, 90, 90, 150, 15, 15"
"m"	"10101, 10000, 110000, 120000, 110000, 120000, 10101, 120000, 10000, 10101, 120000, 10101"	"435, 15, 30, 240, 45, 30, 135, 270, 30, 45, 60, 105"
"m"	"10101, 10000, 120000, 110000, 120000, 110000, 120000, 10101, 30000, 10000, 110000, 120000, 30000, 10101"	"360, 15, 90, 15, 240, 15, 45, 60, 240, 15, 15, 210, 60, 60"
"m"	"50000, 180000, 10000, 10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 110000, 180000, 120000, 10000, 10101"	"60, 60, 30, 330, 15, 15, 60, 195, 15, 30, 420, 15, 60, 45, 30, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 10000, 30000, 120000, 10101"	"420, 30, 15, 15, 300, 60, 150, 270, 45, 45, 30, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 120000, 110000, 120000, 60000, 120000, 10000, 10101"	"330, 30, 15, 30, 300, 30, 30, 255, 30, 15, 15, 15, 60, 225, 15, 45"
"m"	"10101, 10000, 180000, 50000, 120000, 50000, 110000, 10101, 50000, 120000, 50000, 180000, 10000, 110000, 120000, 10101"	"420, 15, 45, 105, 15, 120, 30, 30, 120, 30, 150, 45, 15, 15, 45, 240"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 120000, 10000, 110000, 120000, 10101"	"435, 15, 15, 15, 240, 15, 45, 240, 15, 45, 15, 15, 270, 60"
"m"	"10101, 10000, 110000, 120000, 10000, 120000, 110000, 30000, 120000, 10000, 10101"	"540, 30, 30, 120, 30, 330, 45, 15, 240, 30, 30"
"m"	"10101, 10000, 110000, 120000, 180000, 50000, 110000, 50000, 110000, 50000, 180000, 10000, 120000, 10101"	"390, 15, 15, 30, 30, 225, 30, 330, 15, 120, 30, 15, 180, 15"
"m"	"10101, 10000, 110000, 120000, 20000, 120000, 50000, 60000, 10101"	"420, 15, 15, 165, 75, 150, 300, 240, 60"
"m"	"120000, 10000, 120000, 10101, 120000, 20000, 30000, 110000, 50000, 120000, 50000, 120000, 110000, 120000, 30000, 120000"	"255, 30, 15, 420, 30, 30, 30, 30, 180, 30, 60, 30, 45, 15, 30, 210"
"m"	"10101, 10000, 110000, 120000, 30000, 120000, 110000, 120000, 10101, 120000, 30000, 10000, 110000, 120000, 10000, 10101"	"420, 30, 30, 60, 120, 60, 30, 90, 30, 120, 30, 30, 30, 315, 15, 30"
"m"	"10101, 10000, 30000, 110000, 120000, 30000, 110000, 10101, 120000, 30000, 110000, 120000, 10000, 120000, 10101"	"420, 15, 15, 30, 240, 30, 30, 60, 240, 30, 30, 60, 30, 180, 30"
"m"	"10101, 10000, 110000, 30000, 20000, 120000, 110000, 120000, 10101, 120000, 10000, 110000, 120000, 10000, 10101"	"480, 15, 15, 60, 90, 60, 30, 30, 135, 195, 15, 30, 210, 15, 60"
"m"	"10101, 10000, 110000, 50000, 110000, 50000, 110000, 50000, 120000, 10000, 10101"	"495, 15, 15, 195, 15, 405, 30, 30, 195, 30, 15"
"m"	"10101, 10000, 110000, 180000, 50000, 120000, 50000, 110000, 120000, 50000, 120000, 50000, 180000, 110000, 10000, 120000, 30000, 120000, 10101"	"375, 15, 15, 30, 165, 15, 105, 15, 30, 135, 15, 165, 30, 30, 15, 45, 30, 120, 90"
"m"	"10101, 10000, 110000, 180000, 50000, 120000, 110000, 50000, 180000, 10000, 110000, 120000"	"360, 30, 15, 30, 285, 15, 45, 360, 30, 30, 45, 195"
"m"	"10101, 10000, 120000, 110000, 120000, 10000, 120000, 110000, 120000, 10000, 30000, 120000"	"510, 30, 60, 30, 30, 15, 150, 30, 360, 45, 60, 120"
"m"	"10101, 10000, 30000, 110000, 120000, 110000, 120000, 110000, 120000, 10000, 10101"	"360, 15, 60, 45, 210, 30, 330, 60, 150, 30, 150"
"m"	"10101, 10000, 120000, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 120000, 10000, 120000, 10101"	"345, 15, 45, 30, 30, 30, 225, 30, 30, 360, 30, 30, 30, 105, 105"
"m"	"120000, 10000, 10101, 10000, 180000, 110000, 50000, 110000, 10101, 50000, 180000, 110000, 120000, 10000, 120000, 110000, 120000, 10000"	"45, 15, 420, 30, 30, 15, 195, 45, 15, 300, 30, 30, 90, 30, 90, 15, 30, 15"
"m"	"10101, 10000, 110000, 50000, 110000, 120000, 50000, 110000, 50000, 10000, 10101"	"510, 30, 15, 165, 15, 15, 315, 15, 180, 30, 150"
"m"	"180000, 50000, 180000, 120000, 110000, 120000, 10101, 120000, 10101"	"60, 480, 45, 105, 30, 30, 270, 180, 240"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 50000, 180000, 30000, 110000, 120000, 10000, 120000, 10101"	"360, 45, 15, 30, 270, 30, 330, 30, 45, 45, 90, 30, 60, 60"
"m"	"10101, 10000, 110000, 120000, 110000, 120000, 30000, 120000, 10000, 120000, 10101"	"390, 30, 30, 270, 30, 210, 60, 210, 30, 60, 120"
"m"	"10101, 10000, 110000, 50000, 30000, 110000, 120000, 30000, 110000, 30000, 120000, 10000, 10101"	"435, 45, 30, 210, 30, 30, 45, 255, 60, 120, 45, 30, 105"
"m"	"10101, 10000, 110000, 50000, 110000, 10101, 120000, 110000, 120000, 10000, 120000, 10101"	"450, 15, 15, 240, 30, 45, 285, 30, 90, 15, 150, 75"
"m"	"10101, 10000, 110000, 120000, 50000, 110000, 120000, 50000, 120000, 10000, 120000, 110000, 120000, 10101"	"360, 30, 30, 15, 300, 30, 15, 240, 60, 30, 30, 30, 210, 60"
"m"	"10101, 10000, 110000, 30000, 180000, 50000, 110000, 120000, 50000, 180000, 10000, 30000, 120000, 30000, 120000"	"420, 15, 15, 30, 60, 180, 30, 30, 300, 60, 30, 45, 75, 45, 105"
"m"	"10101, 10000, 50000, 110000, 50000, 120000, 110000, 120000, 50000"	"450, 15, 330, 15, 90, 225, 15, 135, 165"
"f"	"10101, 10000, 110000, 120000, 180000, 50000, 110000, 10101, 50000, 180000, 10000, 110000, 30000, 120000, 10101"	"390, 15, 15, 15, 45, 240, 30, 60, 240, 30, 30, 30, 60, 90, 150"
"f"	"10101, 10000, 180000, 50000, 110000, 50000, 180000, 10000, 30000, 120000, 10101"	"495, 15, 15, 195, 30, 360, 15, 15, 60, 120, 120"
"f"	"10101, 10000, 110000, 180000, 50000, 110000, 180000, 50000, 180000, 20000, 30000, 110000, 30000, 120000, 10000, 10101"	"390, 45, 30, 15, 240, 60, 15, 225, 15, 15, 60, 30, 60, 180, 30, 30"
"f"	"10101, 10000, 30000, 110000, 30000, 20000, 30000, 110000, 120000, 30000, 110000, 10000, 30000, 10101"	"390, 30, 90, 15, 45, 150, 60, 30, 30, 270, 90, 60, 60, 120"
"f"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 30000, 10000, 110000, 120000, 10101"	"375, 45, 30, 30, 240, 30, 30, 255, 30, 60, 15, 30, 150, 120"
"f"	"10101, 10000, 120000, 10000, 30000, 110000, 30000, 20000, 30000, 110000, 30000, 10101, 120000, 30000, 10000, 110000, 30000, 120000, 10101"	"240, 15, 15, 15, 180, 15, 75, 90, 75, 30, 30, 60, 60, 165, 30, 30, 15, 180, 120"
"f"	"10101, 120000, 10000, 110000, 20000, 120000, 30000, 110000, 120000, 10101, 120000, 30000, 10000, 110000, 30000, 120000, 10101"	"375, 45, 30, 30, 60, 75, 75, 45, 45, 60, 120, 45, 30, 45, 90, 90, 180"
"f"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 110000, 30000, 120000, 10101"	"420, 15, 15, 30, 240, 15, 75, 240, 30, 30, 60, 195, 75"
"f"	"10101, 10000, 120000, 110000, 30000, 120000, 20000, 30000, 110000, 120000, 10101, 30000, 110000, 120000, 10000, 10101"	"195, 45, 135, 30, 75, 90, 90, 30, 30, 60, 180, 120, 45, 75, 45, 195"
"f"	"10101, 10000, 20000, 30000, 110000, 120000, 10101, 30000, 110000, 120000, 10000, 10101"	"450, 75, 135, 60, 45, 60, 135, 90, 60, 180, 45, 105"
"f"	"50000, 120000, 110000, 50000, 180000, 120000, 10101, 10000, 120000, 10101, 10000, 180000, 50000"	"480, 60, 30, 120, 30, 90, 210, 30, 195, 75, 30, 30, 60"
"f"	"10101, 10000, 30000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 30000, 10000, 110000, 120000, 30000, 10101"	"360, 15, 30, 15, 30, 240, 30, 30, 240, 30, 90, 45, 45, 60, 90, 90"
"f"	"10101, 10000, 30000, 110000, 120000, 30000, 120000, 30000, 110000, 120000, 10101, 120000, 30000, 110000, 10000, 120000, 10101"	"375, 45, 60, 30, 45, 45, 90, 45, 45, 30, 30, 225, 75, 45, 45, 150, 60"
"f"	"10101, 10000, 30000, 110000, 120000, 30000, 110000, 30000, 10000, 10101, 30000, 20000, 30000, 10000, 110000, 120000, 30000, 10000, 10101"	"420, 30, 15, 15, 195, 60, 30, 15, 15, 75, 120, 60, 75, 15, 30, 90, 60, 15, 105"
"f"	"10101, 10000, 120000, 180000, 50000, 110000, 10101, 50000, 180000, 30000, 110000, 120000, 10000, 10101"	"360, 30, 60, 30, 240, 30, 60, 255, 30, 45, 45, 105, 30, 120"
"f"	"10101, 10000, 30000, 110000, 120000, 180000, 50000, 110000, 120000, 50000, 180000, 30000, 10000, 110000, 30000, 120000, 30000, 120000, 10101"	"360, 15, 45, 15, 15, 30, 240, 15, 45, 240, 30, 45, 15, 15, 15, 75, 60, 30, 135"
"f"	"120000, 10101, 10000, 110000, 180000, 50000, 180000, 110000, 10000, 120000"	"120, 540, 60, 60, 60, 450, 60, 30, 30, 30"
"f"	"10101, 10000, 110000, 50000, 110000, 10101, 50000, 110000, 10000, 120000, 10101"	"270, 90, 60, 300, 60, 60, 420, 15, 15, 135, 15"
